(title "Spectral Analysis of cl-rfile")
(labels "Frequency (Hz)" "Power Spectral Density")
((xy/key/label "cl")
3.3277869e-02	6.1776556e-02
6.6555738e-02	4.3387331e-02
9.9833608e-02	2.2253159e-02
1.3311148e-01	3.9289638e-01
1.6638935e-01	1.6797451e+00
1.9966722e-01	9.1543789e+00
2.3294508e-01	1.1872536e+01
2.6622295e-01	1.6412332e+00
2.9950082e-01	5.7925457e-01
3.3277869e-01	5.1509583e-01
3.6605656e-01	2.0558088e-01
3.9933443e-01	6.9255374e-02
4.3261230e-01	1.3001563e-01
4.6589017e-01	3.3360392e-02
4.9916804e-01	6.2394500e-02
5.3244591e-01	4.3454524e-02
5.6572378e-01	3.7705828e-02
5.9900165e-01	4.4033289e-02
6.3227952e-01	7.3256895e-02
6.6555738e-01	1.8543813e-03
6.9883525e-01	2.0263072e-02
7.3211312e-01	2.3237985e-02
7.6539099e-01	1.1729301e-02
7.9866886e-01	1.3211959e-02
8.3194673e-01	1.9075001e-02
8.6522460e-01	2.0064251e-02
8.9850247e-01	1.5778022e-02
9.3178034e-01	9.8903747e-03
9.6505821e-01	9.1064237e-03
9.9833608e-01	7.8843823e-03
1.0316139e+00	8.2564205e-03
1.0648918e+00	5.6519862e-03
1.0981697e+00	6.8842210e-03
1.1314476e+00	7.0833499e-03
1.1647254e+00	6.0610129e-03
1.1980033e+00	5.5222656e-03
1.2312812e+00	5.9955814e-03
1.2645590e+00	5.4850937e-03
1.2978369e+00	4.9641137e-03
1.3311148e+00	4.6494198e-03
1.3643926e+00	4.4196956e-03
1.3976705e+00	4.2865956e-03
1.4309484e+00	3.9624339e-03
1.4642262e+00	3.3695742e-03
1.4975041e+00	3.8183646e-03
1.5307820e+00	3.3726445e-03
1.5640599e+00	3.6123393e-03
1.5973377e+00	3.5309480e-03
1.6306156e+00	3.1137643e-03
1.6638935e+00	2.9551580e-03
1.6971713e+00	2.6591525e-03
1.7304492e+00	2.8697269e-03
1.7637271e+00	2.6123866e-03
1.7970049e+00	2.4213847e-03
1.8302828e+00	2.4320611e-03
1.8635607e+00	2.2623986e-03
1.8968385e+00	2.4783991e-03
1.9301164e+00	2.2735940e-03
1.9633943e+00	2.1907394e-03
1.9966722e+00	1.9503243e-03
2.0299501e+00	1.9145755e-03
2.0632279e+00	1.8168110e-03
2.0965059e+00	1.9439067e-03
2.1297836e+00	1.9699254e-03
2.1630616e+00	1.6696649e-03
2.1963394e+00	1.6441272e-03
2.2296174e+00	1.7191173e-03
2.2628951e+00	1.6451495e-03
2.2961731e+00	1.6396370e-03
2.3294508e+00	1.4482272e-03
2.3627288e+00	1.4529440e-03
2.3960066e+00	1.4268688e-03
2.4292846e+00	1.4351922e-03
2.4625623e+00	1.4805659e-03
2.4958403e+00	1.4007294e-03
2.5291181e+00	1.3668968e-03
2.5623960e+00	1.2386256e-03
2.5956738e+00	1.3525977e-03
2.6289518e+00	1.1894117e-03
2.6622295e+00	1.2254281e-03
2.6955075e+00	1.1353715e-03
2.7287853e+00	1.0222435e-03
2.7620633e+00	1.0922715e-03
2.7953410e+00	1.0289348e-03
2.8286190e+00	9.9244039e-04
2.8618968e+00	9.4351108e-04
2.8951747e+00	8.7183242e-04
2.9284525e+00	9.5909927e-04
2.9617305e+00	1.0326715e-03
2.9950082e+00	9.8880031e-04
3.0282862e+00	8.5099041e-04
3.0615640e+00	9.1985276e-04
3.0948420e+00	9.0496242e-04
3.1281197e+00	8.6861220e-04
3.1613977e+00	9.0189121e-04
3.1946754e+00	8.9642312e-04
3.2279534e+00	8.8673906e-04
3.2612312e+00	8.0425630e-04
3.2945092e+00	7.7024859e-04
3.3277869e+00	7.6808152e-04
3.3610649e+00	7.5430371e-04
3.3943427e+00	7.6911197e-04
3.4276206e+00	7.5532874e-04
3.4608984e+00	7.4958871e-04
3.4941764e+00	6.7842513e-04
3.5274541e+00	6.5772550e-04
3.5607321e+00	7.2038255e-04
3.5940099e+00	7.0384779e-04
3.6272879e+00	6.8419566e-04
3.6605656e+00	5.9606956e-04
3.6938436e+00	6.3931057e-04
3.7271214e+00	6.4213440e-04
3.7603993e+00	6.6496001e-04
3.7936771e+00	6.1482406e-04
3.8269551e+00	6.3632923e-04
3.8602328e+00	5.6897191e-04
